epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
98,322.556,0.38248,0.27286,1.30509,0.98723,0.95452,0.98756,0.88776,0.51735,0.39326,1.95116,0.0010397,0.0010397,0.0010397
99,325.858,0.39826,0.28006,1.34215,0.97796,0.95846,0.98679,0.88979,0.51288,0.42441,1.90226,0.0010298,0.0010298,0.0010298
100,329.073,0.41016,0.27943,1.35136,0.98588,0.94444,0.98542,0.89402,0.48833,0.42652,1.87583,0.0010199,0.0010199,0.0010199
101,332.295,0.40534,0.27718,1.31136,0.98588,0.94444,0.98542,0.89402,0.48833,0.42652,1.87583,0.00101,0.00101,0.00101
102,335.513,0.39338,0.269,1.33129,0.98027,0.92002,0.98068,0.89022,0.50467,0.47988,1.90967,0.0010001,0.0010001,0.0010001
103,338.741,0.39527,0.27993,1.30173,0.98708,0.94294,0.98577,0.88613,0.52373,0.42722,2.04955,0.0009902,0.0009902,0.0009902
104,341.975,0.38728,0.26338,1.35456,0.98708,0.94294,0.98577,0.88613,0.52373,0.42722,2.04955,0.0009803,0.0009803,0.0009803
105,345.167,0.38392,0.26653,1.39649,0.98412,0.95616,0.98822,0.88667,0.53576,0.42078,1.98169,0.0009704,0.0009704,0.0009704
106,348.383,0.38803,0.26204,1.31868,0.98412,0.95616,0.98822,0.88667,0.53576,0.42078,1.98169,0.0009605,0.0009605,0.0009605
107,351.607,0.39456,0.26733,1.38555,0.99054,0.96902,0.98988,0.89759,0.49816,0.37693,1.96437,0.0009506,0.0009506,0.0009506
108,354.846,0.40812,0.2796,1.35917,0.99367,0.96874,0.99392,0.90163,0.48455,0.342,2.02441,0.0009407,0.0009407,0.0009407
109,358.046,0.39598,0.2749,1.3448,0.99367,0.96874,0.99392,0.90163,0.48455,0.342,2.02441,0.0009308,0.0009308,0.0009308
110,361.279,0.40354,0.28025,1.29103,0.98753,0.97799,0.99384,0.89628,0.51121,0.34435,2.065,0.0009209,0.0009209,0.0009209
111,364.498,0.39638,0.27136,1.31263,0.98693,0.98457,0.99402,0.89818,0.52059,0.34083,2.04747,0.000911,0.000911,0.000911
112,367.706,0.39154,0.26461,1.26413,0.98693,0.98457,0.99402,0.89818,0.52059,0.34083,2.04747,0.0009011,0.0009011,0.0009011
113,370.919,0.388,0.26753,1.37273,0.98455,0.98323,0.99394,0.90671,0.49697,0.33353,2.04553,0.0008912,0.0008912,0.0008912
114,374.541,0.38816,0.27191,1.3374,0.98455,0.98323,0.99394,0.90671,0.49697,0.33353,2.04553,0.0008813,0.0008813,0.0008813
115,378.141,0.3858,0.2742,1.35705,0.98756,0.97976,0.99404,0.91669,0.47675,0.32528,2.00473,0.0008714,0.0008714,0.0008714
116,381.743,0.38868,0.26846,1.41544,0.9927,0.98148,0.99458,0.90279,0.50293,0.31986,1.97374,0.0008615,0.0008615,0.0008615
117,384.949,0.36591,0.25984,1.32455,0.9927,0.98148,0.99458,0.90279,0.50293,0.31986,1.97374,0.0008516,0.0008516,0.0008516
118,388.171,0.38201,0.265,1.3096,0.99062,0.97797,0.99442,0.89608,0.51738,0.31819,1.98521,0.0008417,0.0008417,0.0008417
119,391.408,0.37778,0.25817,1.33293,0.98998,0.98148,0.99387,0.89893,0.50248,0.31352,1.9862,0.0008318,0.0008318,0.0008318
120,394.621,0.38529,0.25312,1.40871,0.98998,0.98148,0.99387,0.89893,0.50248,0.31352,1.9862,0.0008219,0.0008219,0.0008219
121,397.834,0.3853,0.25434,1.27972,0.99004,0.98457,0.99426,0.89968,0.50033,0.32245,1.95978,0.000812,0.000812,0.000812
122,401.03,0.38006,0.25621,1.31053,0.99004,0.98457,0.99426,0.89968,0.50033,0.32245,1.95978,0.0008021,0.0008021,0.0008021
123,404.263,0.37148,0.25641,1.33416,0.99864,0.98148,0.99387,0.89672,0.52243,0.33455,1.97538,0.0007922,0.0007922,0.0007922
124,407.489,0.37673,0.26513,1.29058,0.99337,0.98457,0.99422,0.90166,0.50591,0.32248,1.96371,0.0007823,0.0007823,0.0007823
125,410.711,0.37554,0.26927,1.3318,0.99337,0.98457,0.99422,0.90166,0.50591,0.32248,1.96371,0.0007724,0.0007724,0.0007724
126,413.938,0.35117,0.2489,1.27313,0.98761,0.98417,0.99424,0.91127,0.46369,0.30375,1.92065,0.0007625,0.0007625,0.0007625
127,417.166,0.38568,0.26639,1.32096,0.99711,0.97531,0.9933,0.91136,0.45041,0.30026,1.91468,0.0007526,0.0007526,0.0007526
128,420.389,0.38737,0.26084,1.28564,0.99711,0.97531,0.9933,0.91136,0.45041,0.30026,1.91468,0.0007427,0.0007427,0.0007427
129,423.582,0.3741,0.25609,1.34195,0.98765,0.98711,0.99466,0.90511,0.476,0.30719,1.93514,0.0007328,0.0007328,0.0007328
130,426.804,0.38404,0.25523,1.29723,0.98765,0.98711,0.99466,0.90511,0.476,0.30719,1.93514,0.0007229,0.0007229,0.0007229
131,430.024,0.37008,0.2516,1.33452,0.99378,0.98686,0.99475,0.90317,0.49451,0.30639,1.96192,0.000713,0.000713,0.000713
132,433.257,0.37556,0.25784,1.33466,0.99377,0.98434,0.99469,0.89924,0.50324,0.29904,2.0662,0.0007031,0.0007031,0.0007031
133,436.469,0.34946,0.24473,1.38501,0.99377,0.98434,0.99469,0.89924,0.50324,0.29904,2.0662,0.0006932,0.0006932,0.0006932
134,439.71,0.37019,0.25516,1.3988,0.99283,0.98765,0.99472,0.91134,0.47797,0.28683,2.077,0.0006833,0.0006833,0.0006833
135,442.936,0.3567,0.24379,1.46423,0.98768,0.98954,0.99475,0.9134,0.46979,0.29359,1.91084,0.0006734,0.0006734,0.0006734
