epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,140.796,0.3715,0.28414,1.15586,0.99339,0.96914,0.99349,0.90171,0.46725,0.30996,1.92091,0.00101,0.00101,0.00101
102,142.087,0.36502,0.28114,1.16747,0.99367,0.96888,0.99329,0.89751,0.48974,0.33149,1.78835,0.0010001,0.0010001,0.0010001
103,143.379,0.36323,0.28463,1.18016,0.99643,0.97531,0.99434,0.89254,0.50877,0.32954,1.76238,0.0009902,0.0009902,0.0009902
104,144.674,0.38011,0.2938,1.19043,0.99643,0.97531,0.99434,0.89254,0.50877,0.32954,1.76238,0.0009803,0.0009803,0.0009803
105,145.97,0.37893,0.3014,1.18178,0.99465,0.98148,0.9947,0.90297,0.47561,0.3106,1.8007,0.0009704,0.0009704,0.0009704
106,147.391,0.37729,0.289,1.21845,0.99465,0.98148,0.9947,0.90297,0.47561,0.3106,1.8007,0.0009605,0.0009605,0.0009605
107,148.835,0.36525,0.28601,1.25383,0.9995,0.97531,0.99479,0.90419,0.46643,0.29963,1.87835,0.0009506,0.0009506,0.0009506
108,150.285,0.35846,0.27895,1.17299,0.99794,0.9784,0.99464,0.90197,0.48499,0.30958,1.77465,0.0009407,0.0009407,0.0009407
109,151.569,0.35009,0.27204,1.19444,0.99794,0.9784,0.99464,0.90197,0.48499,0.30958,1.77465,0.0009308,0.0009308,0.0009308
110,152.911,0.37977,0.28886,1.18434,0.99593,0.97222,0.99361,0.8936,0.5174,0.33376,1.69361,0.0009209,0.0009209,0.0009209
111,154.2,0.38209,0.2845,1.17212,0.99368,0.97003,0.99255,0.89729,0.49526,0.33779,1.70927,0.000911,0.000911,0.000911
112,155.494,0.36915,0.27757,1.19291,0.99368,0.97003,0.99255,0.89729,0.49526,0.33779,1.70927,0.0009011,0.0009011,0.0009011
113,156.788,0.36447,0.27357,1.15148,0.99608,0.96914,0.99203,0.9003,0.46776,0.3127,1.89925,0.0008912,0.0008912,0.0008912
114,158.097,0.35286,0.26423,1.18769,0.99608,0.96914,0.99203,0.9003,0.46776,0.3127,1.89925,0.0008813,0.0008813,0.0008813
115,159.387,0.34904,0.2573,1.1881,0.99684,0.97416,0.99068,0.89828,0.4765,0.31322,1.97295,0.0008714,0.0008714,0.0008714
116,160.683,0.34762,0.25814,1.17046,0.99974,0.97531,0.99076,0.89594,0.48263,0.32394,1.79156,0.0008615,0.0008615,0.0008615
117,161.968,0.35572,0.25906,1.14204,0.99974,0.97531,0.99076,0.89594,0.48263,0.32394,1.79156,0.0008516,0.0008516,0.0008516
118,163.25,0.36338,0.26635,1.17114,0.99373,0.97817,0.99014,0.89375,0.47891,0.31999,1.70115,0.0008417,0.0008417,0.0008417
119,164.545,0.3522,0.26133,1.1569,0.99325,0.9784,0.99011,0.89245,0.49738,0.32384,1.73288,0.0008318,0.0008318,0.0008318
120,165.844,0.34853,0.2618,1.16303,0.99325,0.9784,0.99011,0.89245,0.49738,0.32384,1.73288,0.0008219,0.0008219,0.0008219
121,167.144,0.345,0.27173,1.16449,0.99307,0.9784,0.98983,0.89375,0.49076,0.31869,1.83326,0.000812,0.000812,0.000812
122,168.425,0.33828,0.26556,1.11837,0.99307,0.9784,0.98983,0.89375,0.49076,0.31869,1.83326,0.0008021,0.0008021,0.0008021
123,169.722,0.3375,0.26027,1.13031,0.99685,0.97771,0.99013,0.89424,0.48241,0.31265,1.8253,0.0007922,0.0007922,0.0007922
124,171.007,0.33526,0.25383,1.14369,0.99618,0.97531,0.99257,0.89514,0.48615,0.30537,1.87478,0.0007823,0.0007823,0.0007823
125,172.288,0.33517,0.24887,1.21587,0.99618,0.97531,0.99257,0.89514,0.48615,0.30537,1.87478,0.0007724,0.0007724,0.0007724
126,173.603,0.33229,0.24664,1.13369,0.99684,0.97494,0.99302,0.90181,0.46976,0.29897,1.80979,0.0007625,0.0007625,0.0007625
127,174.9,0.35553,0.2667,1.18117,0.99618,0.97222,0.99335,0.90205,0.47386,0.30376,1.76719,0.0007526,0.0007526,0.0007526
128,176.199,0.33396,0.25712,1.1728,0.99618,0.97222,0.99335,0.90205,0.47386,0.30376,1.76719,0.0007427,0.0007427,0.0007427
129,177.492,0.32878,0.25369,1.18444,0.98968,0.9784,0.99355,0.89755,0.48531,0.30165,1.89714,0.0007328,0.0007328,0.0007328
130,178.787,0.34981,0.26941,1.15114,0.98968,0.9784,0.99355,0.89755,0.48531,0.30165,1.89714,0.0007229,0.0007229,0.0007229
